ID,Turn,Payload,CreatedAt,Player0,Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Player9,Player10,Player11,Player12,Player13,Player14,Player15,Player16,Player17,Player18,Player19,Player20,Player21,PlayerID,EconomicStrategies,MilitaryStrategies,Technologies,NextResearch,Policies,PolicyBranches,NextPolicy,NextBranch
22,5,{},1761648761,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[""NeedRecon"",""EnoughRecon"",""NeedReconSea"",""EnoughReconSea"",""EarlyExpansion"",""EnoughExpansion"",""NeedHappiness"",""NeedHappinessCritical"",""CitiesNeedNavalGrowth"",""CitiesNeedNavalTileImprovement"",""IslandStart"",""TechLeader"",""StartedPiety""]","[""AtWar"",""WarMobilization"",""NeedRangedEarly"",""WinningWars"",""LosingWars""]","[""Trapping"",""The Wheel"",""Mining"",""Animal Husbandry"",""Fishing""]",None,[],"[""Tradition"",""Progress"",""Authority""]",None,None
23,5,{},1761648761,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"[""NeedRecon"",""EnoughRecon"",""NeedReconSea"",""EnoughReconSea"",""EarlyExpansion"",""EnoughExpansion"",""NeedHappiness"",""NeedHappinessCritical"",""CitiesNeedNavalGrowth"",""CitiesNeedNavalTileImprovement"",""IslandStart"",""TechLeader"",""StartedPiety""]","[""AtWar"",""WarMobilization"",""NeedRangedEarly"",""WinningWars"",""LosingWars""]","[""Mining"",""Trapping"",""The Wheel"",""Animal Husbandry"",""Fishing""]",None,[],"[""Progress"",""Tradition"",""Authority""]",None,None
24,5,{},1761648761,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"[""NeedRecon"",""EnoughRecon"",""NeedReconSea"",""EnoughReconSea"",""EarlyExpansion"",""EnoughExpansion"",""NeedHappiness"",""NeedHappinessCritical"",""CitiesNeedNavalGrowth"",""CitiesNeedNavalTileImprovement"",""IslandStart"",""TechLeader"",""StartedPiety""]","[""AtWar"",""WarMobilization"",""NeedRangedEarly"",""WinningWars"",""LosingWars""]","[""Mining"",""Trapping"",""The Wheel"",""Animal Husbandry"",""Fishing""]",None,[],"[""Progress"",""Tradition"",""Authority""]",None,None
25,6,{},1761648775,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""NeedRecon"",""EnoughRecon"",""NeedReconSea"",""EnoughReconSea"",""EarlyExpansion"",""EnoughExpansion"",""NeedHappiness"",""NeedHappinessCritical"",""CitiesNeedNavalGrowth"",""CitiesNeedNavalTileImprovement"",""IslandStart"",""TechLeader"",""StartedPiety""]","[""AtWar"",""WarMobilization"",""NeedRangedEarly"",""WinningWars"",""LosingWars""]","[""Mining"",""The Wheel"",""Trapping"",""Animal Husbandry"",""Fishing""]",Mining,[],"[""Tradition"",""Progress"",""Authority""]",None,Tradition
26,6,{},1761648775,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[""NeedRecon"",""EnoughRecon"",""NeedReconSea"",""EnoughReconSea"",""EarlyExpansion"",""EnoughExpansion"",""NeedHappiness"",""NeedHappinessCritical"",""CitiesNeedNavalGrowth"",""CitiesNeedNavalTileImprovement"",""IslandStart"",""TechLeader"",""StartedPiety""]","[""AtWar"",""WarMobilization"",""NeedRangedEarly"",""WinningWars"",""LosingWars""]","[""Trapping"",""The Wheel"",""Mining"",""Animal Husbandry"",""Fishing""]",None,[],"[""Tradition"",""Progress"",""Authority""]",None,None
27,6,{},1761648775,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"[""NeedRecon"",""EnoughRecon"",""NeedReconSea"",""EnoughReconSea"",""EarlyExpansion"",""EnoughExpansion"",""NeedHappiness"",""NeedHappinessCritical"",""CitiesNeedNavalGrowth"",""CitiesNeedNavalTileImprovement"",""IslandStart"",""TechLeader"",""StartedPiety""]","[""AtWar"",""WarMobilization"",""NeedRangedEarly"",""WinningWars"",""LosingWars""]","[""Mining"",""Trapping"",""The Wheel"",""Animal Husbandry"",""Fishing""]",None,[],"[""Progress"",""Tradition"",""Authority""]",None,None
28,6,{},1761648775,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"[""NeedRecon"",""EnoughRecon"",""NeedReconSea"",""EnoughReconSea"",""EarlyExpansion"",""EnoughExpansion"",""NeedHappiness"",""NeedHappinessCritical"",""CitiesNeedNavalGrowth"",""CitiesNeedNavalTileImprovement"",""IslandStart"",""TechLeader"",""StartedPiety""]","[""AtWar"",""WarMobilization"",""NeedRangedEarly"",""WinningWars"",""LosingWars""]","[""Mining"",""Trapping"",""The Wheel"",""Animal Husbandry"",""Fishing""]",None,[],"[""Progress"",""Tradition"",""Authority""]",None,None
29,7,{},1761648790,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""NeedRecon"",""EnoughRecon"",""NeedReconSea"",""EnoughReconSea"",""EarlyExpansion"",""EnoughExpansion"",""NeedHappiness"",""NeedHappinessCritical"",""CitiesNeedNavalGrowth"",""CitiesNeedNavalTileImprovement"",""IslandStart"",""TechLeader"",""StartedPiety""]","[""AtWar"",""WarMobilization"",""NeedRangedEarly"",""WinningWars"",""LosingWars""]","[""Mining"",""The Wheel"",""Trapping"",""Animal Husbandry"",""Fishing""]",Mining,[],"[""Tradition"",""Progress"",""Authority""]",None,Tradition
30,7,{},1761648790,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[""NeedRecon"",""EnoughRecon"",""NeedReconSea"",""EnoughReconSea"",""EarlyExpansion"",""EnoughExpansion"",""NeedHappiness"",""NeedHappinessCritical"",""CitiesNeedNavalGrowth"",""CitiesNeedNavalTileImprovement"",""IslandStart"",""TechLeader"",""StartedPiety""]","[""AtWar"",""WarMobilization"",""NeedRangedEarly"",""WinningWars"",""LosingWars""]","[""Trapping"",""The Wheel"",""Mining"",""Animal Husbandry"",""Fishing""]",None,[],"[""Tradition"",""Progress"",""Authority""]",None,None
31,7,{},1761648790,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"[""NeedRecon"",""EnoughRecon"",""NeedReconSea"",""EnoughReconSea"",""EarlyExpansion"",""EnoughExpansion"",""NeedHappiness"",""NeedHappinessCritical"",""CitiesNeedNavalGrowth"",""CitiesNeedNavalTileImprovement"",""IslandStart"",""TechLeader"",""StartedPiety""]","[""AtWar"",""WarMobilization"",""NeedRangedEarly"",""WinningWars"",""LosingWars""]","[""Trapping"",""The Wheel"",""Animal Husbandry"",""Bronze Working"",""Fishing""]",None,[],"[""Progress"",""Tradition"",""Authority""]",None,None
32,7,{},1761648790,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"[""NeedRecon"",""EnoughRecon"",""NeedReconSea"",""EnoughReconSea"",""EarlyExpansion"",""EnoughExpansion"",""NeedHappiness"",""NeedHappinessCritical"",""CitiesNeedNavalGrowth"",""CitiesNeedNavalTileImprovement"",""IslandStart"",""TechLeader"",""StartedPiety""]","[""AtWar"",""WarMobilization"",""NeedRangedEarly"",""WinningWars"",""LosingWars""]","[""Mining"",""Trapping"",""The Wheel"",""Animal Husbandry"",""Fishing""]",None,[],"[""Progress"",""Tradition"",""Authority""]",None,None
33,8,{},1761648804,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""NeedRecon"",""EnoughRecon"",""NeedReconSea"",""EnoughReconSea"",""EarlyExpansion"",""EnoughExpansion"",""NeedHappiness"",""NeedHappinessCritical"",""CitiesNeedNavalGrowth"",""CitiesNeedNavalTileImprovement"",""IslandStart"",""TechLeader"",""StartedPiety""]","[""AtWar"",""WarMobilization"",""NeedRangedEarly"",""WinningWars"",""LosingWars""]","[""Mining"",""The Wheel"",""Trapping"",""Animal Husbandry"",""Fishing""]",Mining,[],"[""Tradition"",""Progress"",""Authority""]",None,Tradition
34,8,{},1761648804,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[""NeedRecon"",""EnoughRecon"",""NeedReconSea"",""EnoughReconSea"",""EarlyExpansion"",""EnoughExpansion"",""NeedHappiness"",""NeedHappinessCritical"",""CitiesNeedNavalGrowth"",""CitiesNeedNavalTileImprovement"",""IslandStart"",""TechLeader"",""StartedPiety""]","[""AtWar"",""WarMobilization"",""NeedRangedEarly"",""WinningWars"",""LosingWars""]","[""Trapping"",""The Wheel"",""Mining"",""Animal Husbandry"",""Fishing""]",None,[],"[""Tradition"",""Progress"",""Authority""]",None,None
35,8,{},1761648804,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"[""NeedRecon"",""EnoughRecon"",""NeedReconSea"",""EnoughReconSea"",""EarlyExpansion"",""EnoughExpansion"",""NeedHappiness"",""NeedHappinessCritical"",""CitiesNeedNavalGrowth"",""CitiesNeedNavalTileImprovement"",""IslandStart"",""TechLeader"",""StartedPiety""]","[""AtWar"",""WarMobilization"",""NeedRangedEarly"",""WinningWars"",""LosingWars""]","[""Trapping"",""The Wheel"",""Animal Husbandry"",""Bronze Working"",""Fishing""]",None,[],"[""Progress"",""Tradition"",""Authority""]",None,None
36,8,{},1761648804,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"[""NeedRecon"",""EnoughRecon"",""NeedReconSea"",""EnoughReconSea"",""EarlyExpansion"",""EnoughExpansion"",""NeedHappiness"",""NeedHappinessCritical"",""CitiesNeedNavalGrowth"",""CitiesNeedNavalTileImprovement"",""IslandStart"",""TechLeader"",""StartedPiety""]","[""AtWar"",""WarMobilization"",""NeedRangedEarly"",""WinningWars"",""LosingWars""]","[""Mining"",""Trapping"",""The Wheel"",""Animal Husbandry"",""Fishing""]",None,[],"[""Progress"",""Tradition"",""Authority""]",None,None
37,9,{},1761648815,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""NeedRecon"",""EnoughRecon"",""NeedReconSea"",""EnoughReconSea"",""EarlyExpansion"",""EnoughExpansion"",""NeedHappiness"",""NeedHappinessCritical"",""CitiesNeedNavalGrowth"",""CitiesNeedNavalTileImprovement"",""IslandStart"",""TechLeader"",""StartedPiety""]","[""AtWar"",""WarMobilization"",""NeedRangedEarly"",""WinningWars"",""LosingWars""]","[""Mining"",""The Wheel"",""Trapping"",""Animal Husbandry"",""Fishing""]",Mining,[],"[""Tradition"",""Progress"",""Authority""]",None,Tradition
38,9,{},1761648815,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[""NeedRecon"",""EnoughRecon"",""NeedReconSea"",""EnoughReconSea"",""EarlyExpansion"",""EnoughExpansion"",""NeedHappiness"",""NeedHappinessCritical"",""CitiesNeedNavalGrowth"",""CitiesNeedNavalTileImprovement"",""IslandStart"",""TechLeader"",""StartedPiety""]","[""AtWar"",""WarMobilization"",""NeedRangedEarly"",""WinningWars"",""LosingWars""]","[""Trapping"",""The Wheel"",""Mining"",""Animal Husbandry"",""Fishing""]",None,[],"[""Tradition"",""Progress"",""Authority""]",None,None
39,9,{},1761648815,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"[""NeedRecon"",""EnoughRecon"",""NeedReconSea"",""EnoughReconSea"",""EarlyExpansion"",""EnoughExpansion"",""NeedHappiness"",""NeedHappinessCritical"",""CitiesNeedNavalGrowth"",""CitiesNeedNavalTileImprovement"",""IslandStart"",""TechLeader"",""StartedPiety""]","[""AtWar"",""WarMobilization"",""NeedRangedEarly"",""WinningWars"",""LosingWars""]","[""Trapping"",""The Wheel"",""Animal Husbandry"",""Bronze Working"",""Fishing""]",None,[],"[""Progress"",""Tradition"",""Authority""]",None,None
40,9,{},1761648815,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"[""NeedRecon"",""EnoughRecon"",""NeedReconSea"",""EnoughReconSea"",""EarlyExpansion"",""EnoughExpansion"",""NeedHappiness"",""NeedHappinessCritical"",""CitiesNeedNavalGrowth"",""CitiesNeedNavalTileImprovement"",""IslandStart"",""TechLeader"",""StartedPiety""]","[""AtWar"",""WarMobilization"",""NeedRangedEarly"",""WinningWars"",""LosingWars""]","[""Mining"",""Trapping"",""The Wheel"",""Animal Husbandry"",""Fishing""]",None,[],"[""Progress"",""Tradition"",""Authority""]",None,None
41,10,{},1761648837,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""NeedRecon"",""EnoughRecon"",""NeedReconSea"",""EnoughReconSea"",""EarlyExpansion"",""EnoughExpansion"",""NeedHappiness"",""NeedHappinessCritical"",""CitiesNeedNavalGrowth"",""CitiesNeedNavalTileImprovement"",""IslandStart"",""TechLeader"",""StartedPiety""]","[""AtWar"",""WarMobilization"",""NeedRangedEarly"",""WinningWars"",""LosingWars""]","[""Mining"",""The Wheel"",""Trapping"",""Animal Husbandry"",""Fishing""]",Mining,[],"[""Tradition"",""Progress"",""Authority""]",None,Tradition
42,10,{},1761648837,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[""NeedRecon"",""EnoughRecon"",""NeedReconSea"",""EnoughReconSea"",""EarlyExpansion"",""EnoughExpansion"",""NeedHappiness"",""NeedHappinessCritical"",""CitiesNeedNavalGrowth"",""CitiesNeedNavalTileImprovement"",""IslandStart"",""TechLeader"",""StartedPiety""]","[""AtWar"",""WarMobilization"",""NeedRangedEarly"",""WinningWars"",""LosingWars""]","[""Trade"",""The Wheel"",""Mining"",""Animal Husbandry"",""Fishing""]",None,[],"[""Tradition"",""Progress"",""Authority""]",None,None
43,10,{},1761648837,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"[""NeedRecon"",""EnoughRecon"",""NeedReconSea"",""EnoughReconSea"",""EarlyExpansion"",""EnoughExpansion"",""NeedHappiness"",""NeedHappinessCritical"",""CitiesNeedNavalGrowth"",""CitiesNeedNavalTileImprovement"",""IslandStart"",""TechLeader"",""StartedPiety""]","[""AtWar"",""WarMobilization"",""NeedRangedEarly"",""WinningWars"",""LosingWars""]","[""Trapping"",""The Wheel"",""Animal Husbandry"",""Bronze Working"",""Fishing""]",None,[],"[""Progress"",""Tradition"",""Authority""]",None,None
44,10,{},1761648837,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"[""NeedRecon"",""EnoughRecon"",""NeedReconSea"",""EnoughReconSea"",""EarlyExpansion"",""EnoughExpansion"",""NeedHappiness"",""NeedHappinessCritical"",""CitiesNeedNavalGrowth"",""CitiesNeedNavalTileImprovement"",""IslandStart"",""TechLeader"",""StartedPiety""]","[""AtWar"",""WarMobilization"",""NeedRangedEarly"",""WinningWars"",""LosingWars""]","[""Mining"",""Trapping"",""The Wheel"",""Animal Husbandry"",""Fishing""]",None,[],"[""Progress"",""Tradition"",""Authority""]",None,None
45,11,{},1761648850,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""NeedRecon"",""EnoughRecon"",""NeedReconSea"",""EnoughReconSea"",""EarlyExpansion"",""EnoughExpansion"",""NeedHappiness"",""NeedHappinessCritical"",""CitiesNeedNavalGrowth"",""CitiesNeedNavalTileImprovement"",""IslandStart"",""TechLeader"",""StartedPiety""]","[""AtWar"",""WarMobilization"",""NeedRangedEarly"",""WinningWars"",""LosingWars""]","[""Bronze Working"",""The Wheel"",""Trapping"",""Animal Husbandry"",""Fishing""]",None,[],"[""Tradition"",""Progress"",""Authority""]",None,Tradition
